Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,5,Scanning Electron Microscopes (SEMs),"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 6 - MRI Scanners for Clinical Use",9766215.68,GBP,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,6,MRI Scanners for Clinical Use,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 7 Diffraction Apparatus",4732720.00,GBP,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,7,Diffraction Apparatus,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 8: MRI Scanners for Research Use",4535730.83,GBP,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,23,EPR (ESR) Spectrometers,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 9 Molecular Spectrophotometers",2000000.00,GBP,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,8,MRI Scanners for Research Use,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 10 Polycrystalline & single crystal X-Ray analysis equipment",3294166.00,GBP,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,9,Molecular Spectrophotometers,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 11 Image based High Content Screening and Analysis Equipment",3108375.58,GBP,Moorfield Nanotechnology Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,10,Polycrystalline & Single Crystal X-Ray Analysis Equipment,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 12: Atomic Spectrophotometers",2672470.40,GBP,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,11,Image Based High Content Screening & Analysis Equipment,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 13: Real Time Polymerase Chain Reaction (RT-PCR) and (QPCR)",2600344.00,GBP,Illumina Cambridge Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,12,Atomic Spectrophotometers,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 14: Raman Microscopes",218800.62,GBP,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,13,Real Time Polymerase Chain Reaction (RT-PCR) & (QPCR),"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 15: X-Ray Microscopes",1728846.85,GBP,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,14,Raman Microscopes,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 16: X-Ray elemental analysis equipment",1525859.60,GBP,FEI UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,15,X-Ray Microscopes,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 17: Raman Spectrophotometers",1227200.00,GBP,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,16,X-Ray Elemental Analysis Equipment,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 18: Focused Ion Beam Microscopes",1002397.19,GBP,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,17,Raman Spectrophotometers,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 19: MRI Scanners for Veterinary Use",614470.40,GBP,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,18,Focused Ion Beam Microscopes,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 20: Scanning Probe Microscopes",96000.00,GBP,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,19,MRI Scanners for Veterinary Use,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 21: Sintering Furnaces",2000000.00,GBP,Moorfield Nanotechnology Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,20,Scanning Probe Microscopes,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 22: Dilution Refrigerators",2000000.00,GBP,Philips Healthcare,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,22,Dilution Refrigerators,"The NWUPC is seeking to establish a multi-provider framework agreement on behalf of the members of NWUPC, APUC, HEPCW, LUPC, NEUPC and SUPC for the supply and installation of high value laboratory Equipment. Economic operators shall accept and acknowledge that by issuing this ITT NWUPC shall not be Bound to accept any tender and reserves the right not to conclude a framework agreement for high value Laboratory equipment for which tenders are invited nor does it constitute an offer to enter into a contractual Relationship. All costs incurred in relation to preparing and submitting a tender are to be borne by the economic Operator. NWUPC shall not accept liability for any associated costs sustained by economic operators. This Framework agreement will commence on 1.8.2019 for an initial period of 24 months until 31.7.2021 with the Option to extend the agreement for 12 months until 31.7.2022 and a further 12 months until 31.7.2023 subject to Satisfactory economic operator performance. Lot 23: EPR (ESR) Spectrometers",Missing: Amount,Missing: Amount,Siemens Healthcare Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Rigaku Europe SE,DE,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,MR Solutions Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Philips Healthcare UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Siemens Healthcare Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Jasco UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Spectronic Camspec Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Rigaku Europe SE,DE,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,PerkinElmer LAS (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Agilent Technologies LDA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Becton Dickinson UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Renishaw PLC,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,FEI UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Oxford Instruments Nanotechnology Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Bruker UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,HORIBA UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Renishaw Plc,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,SciMed Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Thermo Electron Manufacturing Ltd t/a Thermo Fisher Scientific,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Carl Zeiss Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,FEI UK Limited,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Hitachi High-Technologies Europe GmbH,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,JEOL (UK) Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Lambda Photometrics Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Tescan UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,IMV Imaging UK Ltd,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Philips Healthcare,UK,Missing: Justification
2020/S 220-541843,2020-11-11,NWUPC Ltd,UK,Missing: Contract ID,Missing: Title,Missing: Description,Missing: Value,Missing: Value,Siemens Healthcare Limited,UK,Missing: Justification
